Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Penetration Rate
01-07-2023,West Bengal,2-Wheelers,509,67367,0.755562813
01-04-2021,Delhi,4-Wheelers,61,8076,0.755324418
01-07-2021,Kerala,4-Wheelers,139,18406,0.755188525
01-03-2022,Andhra Pradesh,4-Wheelers,55,7288,0.754665203
01-08-2022,Odisha,4-Wheelers,43,5716,0.752274318
01-02-2023,Bihar,4-Wheelers,46,6117,0.752002616
01-07-2021,Maharashtra,4-Wheelers,286,38063,0.75138586
01-04-2023,DNH and DD,2-Wheelers,5,666,0.750750751
01-04-2022,Andhra Pradesh,4-Wheelers,54,7195,0.750521195
01-10-2023,Uttarakhand,4-Wheelers,34,4562,0.745287155
01-03-2023,Bihar,4-Wheelers,47,6322,0.743435622
01-09-2021,Kerala,4-Wheelers,164,22063,0.74332593
01-09-2022,Jharkhand,4-Wheelers,31,4183,0.741094908
01-11-2022,Rajasthan,4-Wheelers,113,15252,0.740886441
01-12-2021,Bihar,2-Wheelers,467,63454,0.735966212
01-08-2022,Assam,2-Wheelers,202,27466,0.735454744
01-06-2023,Andaman & Nicobar Island,4-Wheelers,1,136,0.735294118
01-10-2023,Manipur,4-Wheelers,2,272,0.735294118
01-01-2022,Maharashtra,4-Wheelers,263,35772,0.735211898
01-02-2022,Uttar Pradesh,2-Wheelers,1202,163699,0.734274492
01-07-2022,Puducherry,4-Wheelers,5,681,0.734214391
01-07-2023,Himachal Pradesh,2-Wheelers,40,5450,0.733944954
01-02-2023,DNH and DD,4-Wheelers,3,411,0.729927007
01-08-2023,Meghalaya,2-Wheelers,15,2060,0.72815534
01-05-2022,Rajasthan,4-Wheelers,124,17047,0.727400716
01-09-2023,Haryana,2-Wheelers,321,44459,0.722013541
01-06-2023,Punjab,4-Wheelers,76,10547,0.720584052
01-11-2021,Jharkhand,2-Wheelers,370,51355,0.720475124
01-02-2024,Tripura,2-Wheelers,24,3334,0.719856029
01-12-2022,Assam,2-Wheelers,250,34737,0.719693698
01-05-2022,Odisha,4-Wheelers,40,5583,0.716460684
01-04-2022,Tripura,2-Wheelers,20,2797,0.715051841
01-06-2023,West Bengal,2-Wheelers,462,64854,0.712369322
01-12-2021,Tamil Nadu,4-Wheelers,121,17001,0.71172284
01-03-2024,Assam,4-Wheelers,53,7465,0.709979906
01-09-2023,Uttarakhand,4-Wheelers,30,4234,0.708549835
01-01-2022,Uttarakhand,4-Wheelers,30,4241,0.707380335
01-10-2023,Puducherry,4-Wheelers,7,990,0.707070707
01-06-2022,Andhra Pradesh,4-Wheelers,47,6652,0.70655442
01-10-2022,Andhra Pradesh,4-Wheelers,57,8075,0.705882353
01-05-2022,Gujarat,4-Wheelers,163,23174,0.703374471
01-01-2024,Punjab,4-Wheelers,105,15000,0.7
01-02-2023,Tripura,2-Wheelers,20,2860,0.699300699
01-04-2021,Puducherry,2-Wheelers,18,2581,0.697404107
01-11-2021,Tamil Nadu,4-Wheelers,108,15533,0.69529389
01-10-2022,Chhattisgarh,4-Wheelers,51,7365,0.692464358
01-04-2021,Andhra Pradesh,2-Wheelers,436,63444,0.687220226
01-06-2022,Uttar Pradesh,2-Wheelers,1361,198411,0.685949872
01-06-2021,Andhra Pradesh,2-Wheelers,369,53867,0.685020513
01-04-2023,Bihar,4-Wheelers,40,5840,0.684931507
01-12-2023,Uttarakhand,4-Wheelers,37,5430,0.681399632
01-04-2022,Andaman & Nicobar Island,4-Wheelers,1,147,0.680272109
01-04-2023,Puducherry,4-Wheelers,5,735,0.680272109
01-01-2022,West Bengal,4-Wheelers,54,7968,0.677710843
01-02-2022,Andhra Pradesh,4-Wheelers,43,6361,0.675994341
01-09-2023,Andaman & Nicobar Island,4-Wheelers,1,148,0.675675676
01-01-2022,Rajasthan,4-Wheelers,92,13658,0.673597891
01-08-2021,Madhya Pradesh,2-Wheelers,457,67859,0.673455253
01-09-2022,Odisha,4-Wheelers,40,5941,0.673287325
01-02-2022,West Bengal,2-Wheelers,383,56937,0.672673306
01-12-2021,Gujarat,4-Wheelers,163,24277,0.671417391
01-09-2023,Punjab,4-Wheelers,83,12368,0.671086675
01-10-2021,Rajasthan,4-Wheelers,86,12823,0.67066989
01-05-2023,Bihar,4-Wheelers,46,6865,0.67006555
01-11-2021,West Bengal,4-Wheelers,59,8836,0.667722952
01-04-2021,Rajasthan,2-Wheelers,325,48828,0.665601704
01-09-2021,Himachal Pradesh,2-Wheelers,33,4975,0.663316583
01-02-2023,Manipur,4-Wheelers,5,756,0.661375661
01-10-2021,Chandigarh,4-Wheelers,12,1816,0.660792952
01-10-2022,Chandigarh,4-Wheelers,16,2422,0.660611065
01-03-2022,DNH and DD,2-Wheelers,5,757,0.660501982
01-07-2022,Chhattisgarh,4-Wheelers,29,4394,0.659990897
01-04-2021,Kerala,2-Wheelers,379,57624,0.657712064
01-06-2023,DNH and DD,2-Wheelers,5,765,0.653594771
01-08-2023,Punjab,4-Wheelers,75,11493,0.65257113
01-03-2022,Rajasthan,4-Wheelers,89,13751,0.647225656
01-04-2022,Gujarat,4-Wheelers,171,26534,0.644456169
01-06-2021,Andhra Pradesh,4-Wheelers,39,6098,0.639553952
01-09-2023,Tripura,4-Wheelers,3,470,0.638297872
01-05-2023,Puducherry,4-Wheelers,6,943,0.636267232
01-12-2022,Odisha,4-Wheelers,42,6616,0.634824667
01-06-2021,Odisha,2-Wheelers,147,23193,0.633811926
01-03-2024,Andaman & Nicobar Island,4-Wheelers,1,158,0.632911392
01-01-2022,Himachal Pradesh,2-Wheelers,22,3490,0.630372493
01-09-2022,Assam,2-Wheelers,200,31729,0.630338176
01-02-2024,Assam,2-Wheelers,246,39048,0.629993854
01-11-2022,Andaman & Nicobar Island,4-Wheelers,1,159,0.628930818
01-02-2022,Uttarakhand,4-Wheelers,24,3820,0.628272251
01-10-2022,Odisha,4-Wheelers,43,6848,0.627920561
01-11-2022,Haryana,4-Wheelers,133,21202,0.627299311
01-04-2022,Assam,2-Wheelers,168,26813,0.626561742
01-01-2023,Mizoram,2-Wheelers,10,1599,0.625390869
01-09-2021,Rajasthan,4-Wheelers,69,11035,0.62528319
01-10-2021,Himachal Pradesh,2-Wheelers,29,4651,0.623521823
01-08-2021,Karnataka,4-Wheelers,137,21975,0.623435722
01-10-2023,Jharkhand,4-Wheelers,30,4837,0.620219144
01-01-2024,Jharkhand,4-Wheelers,29,4678,0.619923044
01-07-2021,Uttarakhand,2-Wheelers,76,12268,0.619497881
01-03-2023,Mizoram,2-Wheelers,10,1615,0.619195046
01-05-2022,Uttar Pradesh,2-Wheelers,1695,273962,0.618698944
01-12-2022,Uttarakhand,4-Wheelers,24,3881,0.61839732
01-03-2023,Andaman & Nicobar Island,4-Wheelers,1,162,0.617283951
01-12-2023,Jharkhand,4-Wheelers,27,4375,0.617142857
01-12-2023,Manipur,2-Wheelers,6,976,0.614754098
01-03-2022,Chandigarh,4-Wheelers,14,2279,0.61430452
01-12-2022,Mizoram,2-Wheelers,11,1792,0.613839286
01-02-2022,West Bengal,4-Wheelers,45,7395,0.60851927
01-09-2021,Jharkhand,2-Wheelers,149,24528,0.607469015
01-01-2022,West Bengal,2-Wheelers,370,61071,0.605852205
01-12-2021,Chandigarh,4-Wheelers,12,1985,0.604534005
01-10-2023,Tripura,4-Wheelers,3,497,0.60362173
01-03-2022,Assam,2-Wheelers,179,29698,0.602734191
01-10-2022,Gujarat,4-Wheelers,189,31456,0.600839268
01-11-2023,Jharkhand,4-Wheelers,40,6684,0.598444045
01-11-2021,Uttar Pradesh,2-Wheelers,1347,225370,0.597683809
01-11-2022,Uttarakhand,4-Wheelers,31,5199,0.596268513
01-11-2023,Assam,2-Wheelers,244,41326,0.590427334
01-01-2022,Tamil Nadu,4-Wheelers,121,20494,0.590416707
01-08-2021,Himachal Pradesh,2-Wheelers,32,5430,0.5893186
01-05-2023,Himachal Pradesh,4-Wheelers,21,3565,0.589060309
01-11-2023,Andaman & Nicobar Island,4-Wheelers,1,170,0.588235294
01-06-2021,Chandigarh,4-Wheelers,12,2050,0.585365854
01-07-2023,DNH and DD,2-Wheelers,5,856,0.58411215
01-02-2024,Meghalaya,2-Wheelers,11,1890,0.582010582
01-12-2022,Puducherry,4-Wheelers,4,690,0.579710145
01-10-2023,Manipur,2-Wheelers,6,1035,0.579710145
01-02-2023,Uttarakhand,4-Wheelers,23,3985,0.577164366
01-04-2022,Bihar,2-Wheelers,475,82418,0.576330413
01-04-2022,Rajasthan,4-Wheelers,87,15176,0.57327359
01-12-2021,Rajasthan,4-Wheelers,73,12739,0.57304341
01-06-2023,Bihar,2-Wheelers,520,90944,0.571780436
01-04-2021,Maharashtra,4-Wheelers,96,16829,0.570443877
01-05-2023,Punjab,4-Wheelers,63,11047,0.570290577
01-01-2024,Assam,2-Wheelers,253,44386,0.569999549
01-02-2024,Jammu and Kashmir,4-Wheelers,24,4211,0.569935882
01-01-2024,DNH and DD,4-Wheelers,3,527,0.569259962
01-04-2022,Odisha,4-Wheelers,31,5448,0.569016153
01-09-2021,Tamil Nadu,4-Wheelers,107,18823,0.568453488
01-02-2022,Chandigarh,4-Wheelers,11,1941,0.566718187
01-11-2021,Bihar,2-Wheelers,604,107209,0.563385537
01-08-2021,Maharashtra,4-Wheelers,197,35127,0.56082216
01-01-2023,Haryana,4-Wheelers,141,25164,0.560324273
01-04-2021,Kerala,4-Wheelers,132,23660,0.557903635
01-05-2022,Uttarakhand,4-Wheelers,22,3948,0.557244174
01-06-2023,Assam,2-Wheelers,177,31855,0.555642756
01-04-2021,Goa,4-Wheelers,8,1442,0.554785021
01-03-2023,DNH and DD,2-Wheelers,5,902,0.554323725
01-06-2022,Odisha,4-Wheelers,32,5778,0.553824853
01-04-2022,Chandigarh,4-Wheelers,12,2167,0.55376096
01-12-2022,Jharkhand,4-Wheelers,22,3979,0.552902739
01-02-2024,Andaman & Nicobar Island,4-Wheelers,1,181,0.552486188
01-09-2023,Meghalaya,2-Wheelers,11,1991,0.552486188
01-06-2023,Himachal Pradesh,4-Wheelers,19,3448,0.551044084
01-11-2023,Bihar,4-Wheelers,50,9075,0.550964187
01-09-2022,Madhya Pradesh,4-Wheelers,61,11080,0.550541516
01-09-2021,Uttar Pradesh,2-Wheelers,730,132962,0.549029046
01-12-2022,DNH and DD,4-Wheelers,2,365,0.547945205
01-07-2021,Haryana,2-Wheelers,134,24476,0.547475078
01-05-2022,Chhattisgarh,4-Wheelers,24,4397,0.5458267
01-02-2023,Mizoram,2-Wheelers,9,1655,0.543806647
01-07-2022,Odisha,4-Wheelers,29,5336,0.543478261
01-11-2022,Assam,2-Wheelers,176,32542,0.54083953
01-03-2024,Manipur,4-Wheelers,2,370,0.540540541
01-11-2021,Gujarat,4-Wheelers,121,22396,0.540275049
01-03-2024,Tripura,4-Wheelers,3,556,0.539568345
01-06-2021,Tamil Nadu,4-Wheelers,42,7793,0.538945207
01-09-2023,Tripura,2-Wheelers,17,3157,0.538485904
01-02-2022,Odisha,4-Wheelers,27,5023,0.537527374
01-04-2021,Karnataka,4-Wheelers,90,16864,0.533681214
01-06-2023,Tripura,4-Wheelers,2,375,0.533333333
01-02-2022,Gujarat,4-Wheelers,128,24012,0.5330668
01-03-2023,Assam,2-Wheelers,221,41575,0.531569453
01-02-2023,Himachal Pradesh,4-Wheelers,21,3952,0.531376518
01-10-2022,Puducherry,4-Wheelers,4,754,0.530503979
01-09-2021,Maharashtra,4-Wheelers,148,27900,0.53046595
01-12-2023,Assam,2-Wheelers,204,38490,0.530007794
01-08-2022,Tripura,2-Wheelers,14,2643,0.529701097
01-09-2021,Gujarat,4-Wheelers,131,24797,0.528289712
01-08-2022,Puducherry,4-Wheelers,4,758,0.527704485
01-07-2023,Manipur,2-Wheelers,6,1145,0.524017467
01-07-2023,Assam,2-Wheelers,168,32074,0.523788739
01-10-2023,Andaman & Nicobar Island,4-Wheelers,1,191,0.523560209
01-07-2021,Gujarat,2-Wheelers,358,68641,0.521554173
01-11-2022,Mizoram,2-Wheelers,8,1542,0.518806744
01-04-2021,Odisha,2-Wheelers,191,36953,0.516872784
01-02-2023,Assam,2-Wheelers,190,36795,0.516374507
01-08-2021,Jharkhand,2-Wheelers,137,26589,0.515250668
01-03-2022,Tripura,2-Wheelers,18,3504,0.51369863
01-07-2022,Manipur,2-Wheelers,21,4103,0.511820619
01-04-2023,Mizoram,2-Wheelers,8,1565,0.511182109
01-11-2022,Madhya Pradesh,4-Wheelers,54,10575,0.510638298
01-12-2021,Uttar Pradesh,2-Wheelers,1371,268713,0.510209778
01-10-2022,Assam,2-Wheelers,194,38033,0.510083349
01-02-2022,Chhattisgarh,4-Wheelers,20,3922,0.509943906
01-11-2023,DNH and DD,4-Wheelers,3,590,0.508474576
01-03-2022,Odisha,4-Wheelers,31,6098,0.508363398
01-04-2023,Assam,2-Wheelers,178,35047,0.507889406
01-05-2022,Tripura,2-Wheelers,14,2768,0.505780347
01-10-2021,Andhra Pradesh,4-Wheelers,37,7366,0.502307901
01-11-2023,Andaman & Nicobar Island,2-Wheelers,3,598,0.501672241
01-04-2021,Chandigarh,2-Wheelers,6,1200,0.5
01-04-2022,DNH and DD,2-Wheelers,4,804,0.497512438
01-03-2022,Uttarakhand,4-Wheelers,20,4026,0.496770989
01-12-2021,Andhra Pradesh,4-Wheelers,31,6314,0.490972442
01-09-2021,Andhra Pradesh,4-Wheelers,39,7952,0.490442656
01-06-2021,Himachal Pradesh,2-Wheelers,25,5098,0.490388388
01-11-2021,Rajasthan,4-Wheelers,79,16115,0.490226497
01-02-2022,DNH and DD,2-Wheelers,4,817,0.489596083
01-08-2021,Chandigarh,4-Wheelers,9,1845,0.487804878
01-05-2021,Andhra Pradesh,2-Wheelers,201,41370,0.485859318
01-05-2023,DNH and DD,2-Wheelers,4,829,0.482509047
01-03-2022,West Bengal,4-Wheelers,41,8539,0.4801499
01-03-2024,Puducherry,4-Wheelers,5,1042,0.479846449
01-09-2023,Jharkhand,4-Wheelers,22,4600,0.47826087
01-10-2023,Assam,2-Wheelers,245,51372,0.476913494
01-05-2021,Odisha,2-Wheelers,28,5900,0.474576271
01-07-2021,Madhya Pradesh,2-Wheelers,469,99094,0.473287989
01-07-2021,Chandigarh,4-Wheelers,9,1916,0.469728601
01-02-2023,Manipur,2-Wheelers,14,2990,0.468227425
01-04-2022,West Bengal,4-Wheelers,40,8560,0.46728972
01-06-2022,Assam,2-Wheelers,101,21695,0.465545056
01-08-2023,Assam,2-Wheelers,147,31641,0.464587086
01-06-2022,Jharkhand,4-Wheelers,19,4097,0.463753966
01-10-2021,West Bengal,4-Wheelers,33,7120,0.463483146
01-10-2022,DNH and DD,4-Wheelers,2,432,0.462962963
01-08-2021,Rajasthan,4-Wheelers,53,11454,0.462720447
01-12-2021,West Bengal,4-Wheelers,39,8452,0.461429248
01-11-2021,Andhra Pradesh,4-Wheelers,34,7374,0.461079468
01-01-2022,Chandigarh,4-Wheelers,7,1519,0.460829493
01-01-2022,Odisha,4-Wheelers,27,5876,0.459496256
01-05-2023,Tripura,4-Wheelers,2,436,0.458715596
01-07-2021,Andhra Pradesh,4-Wheelers,36,7877,0.457026787
01-03-2022,Chhattisgarh,4-Wheelers,19,4200,0.452380952
01-08-2022,Madhya Pradesh,4-Wheelers,72,15953,0.451325769
01-04-2022,Nagaland,2-Wheelers,2,444,0.45045045
01-01-2024,Manipur,2-Wheelers,7,1556,0.449871465
01-10-2021,Gujarat,4-Wheelers,104,23184,0.448585231
01-07-2022,Assam,2-Wheelers,120,26803,0.447711077
01-03-2024,Andaman & Nicobar Island,2-Wheelers,2,447,0.447427293
01-04-2021,Uttarakhand,2-Wheelers,34,7607,0.44695675
01-09-2022,Tripura,2-Wheelers,17,3842,0.442477876
01-01-2022,Gujarat,4-Wheelers,97,21963,0.441651869
01-11-2022,DNH and DD,4-Wheelers,2,455,0.43956044
01-04-2023,Manipur,2-Wheelers,15,3425,0.437956204
01-06-2021,Chhattisgarh,2-Wheelers,138,31808,0.433853119
01-12-2021,Odisha,4-Wheelers,20,4634,0.431592577
01-08-2023,Tripura,4-Wheelers,2,466,0.429184549
01-01-2024,Tripura,4-Wheelers,2,466,0.429184549
01-05-2023,Assam,4-Wheelers,30,6994,0.428939091
01-06-2021,DNH and DD,4-Wheelers,1,234,0.427350427
01-04-2021,Madhya Pradesh,2-Wheelers,126,29491,0.427248991
01-02-2023,Puducherry,4-Wheelers,3,703,0.426742532
01-07-2021,DNH and DD,2-Wheelers,3,704,0.426136364
01-01-2024,Arunachal Pradesh,4-Wheelers,5,1174,0.425894378
01-02-2022,Assam,2-Wheelers,108,25414,0.424962619
01-07-2021,Tamil Nadu,4-Wheelers,88,20857,0.421920698
01-08-2021,Tamil Nadu,4-Wheelers,88,20865,0.421758926
01-07-2021,West Bengal,4-Wheelers,37,8919,0.414844714
01-06-2023,Assam,4-Wheelers,28,6751,0.41475337
01-01-2024,Andaman & Nicobar,2-Wheelers,2,483,0.414078675
01-03-2023,DNH and DD,4-Wheelers,2,485,0.412371134
01-04-2022,Chhattisgarh,4-Wheelers,20,4861,0.411437976
01-05-2021,Tamil Nadu,4-Wheelers,14,3413,0.410196308
01-03-2024,Himachal Pradesh,4-Wheelers,17,4147,0.409934893
01-08-2021,Gujarat,4-Wheelers,83,20394,0.406982446
01-06-2023,Jammu and Kashmir,4-Wheelers,18,4437,0.405679513
01-11-2021,Assam,2-Wheelers,120,29586,0.405597242
01-05-2022,Bihar,2-Wheelers,458,113034,0.40518782
01-03-2023,Puducherry,4-Wheelers,4,999,0.4004004
01-03-2024,Jammu and Kashmir,4-Wheelers,18,4500,0.4
01-09-2023,Arunachal Pradesh,4-Wheelers,4,1003,0.398803589
01-04-2021,Tamil Nadu,4-Wheelers,75,18826,0.398385212
01-07-2022,Madhya Pradesh,4-Wheelers,45,11437,0.393459823
01-05-2022,Assam,2-Wheelers,112,28739,0.389714325
01-11-2021,West Bengal,2-Wheelers,309,79819,0.387125872
01-12-2021,West Bengal,2-Wheelers,285,73989,0.385192393
01-01-2023,Madhya Pradesh,4-Wheelers,69,17945,0.38450822
01-09-2023,Mizoram,2-Wheelers,6,1561,0.384368994
01-06-2022,Manipur,2-Wheelers,13,3391,0.383367738
01-09-2023,Haryana,4-Wheelers,92,24045,0.382615928
01-10-2022,Tripura,2-Wheelers,13,3431,0.37889828
01-06-2021,Uttarakhand,2-Wheelers,37,9766,0.378865452
01-08-2022,Jharkhand,4-Wheelers,15,4040,0.371287129
01-12-2023,Assam,4-Wheelers,30,8111,0.36986808
01-10-2021,Uttarakhand,4-Wheelers,13,3523,0.36900369
01-03-2022,Puducherry,4-Wheelers,3,817,0.367197062
01-04-2021,Uttarakhand,4-Wheelers,10,2728,0.366568915
01-07-2021,Jharkhand,2-Wheelers,108,29512,0.365952833
01-12-2021,DNH and DD,2-Wheelers,4,1100,0.363636364
01-08-2021,Uttar Pradesh,2-Wheelers,531,146734,0.361879319
01-07-2021,Rajasthan,4-Wheelers,52,14374,0.361764297
01-11-2023,Jammu and Kashmir,4-Wheelers,18,4981,0.361373218
01-10-2023,DNH and DD,2-Wheelers,4,1109,0.360685302
01-09-2021,West Bengal,4-Wheelers,34,9437,0.360283989
01-08-2023,Assam,4-Wheelers,27,7557,0.357284637
01-08-2023,Arunachal Pradesh,4-Wheelers,4,1121,0.356824264
01-10-2022,Jharkhand,4-Wheelers,22,6208,0.354381443
01-11-2023,Himachal Pradesh,4-Wheelers,15,4242,0.353606789
01-11-2021,Odisha,4-Wheelers,18,5095,0.353287537
01-01-2022,Assam,2-Wheelers,92,26097,0.352530942
01-07-2022,Ladakh,4-Wheelers,1,285,0.350877193
01-04-2021,Chhattisgarh,2-Wheelers,36,10274,0.350399066
01-11-2022,Tripura,2-Wheelers,12,3427,0.35016049
01-06-2021,Gujarat,2-Wheelers,207,59121,0.350129396
01-02-2024,Assam,4-Wheelers,24,6858,0.349956255
01-08-2021,Bihar,2-Wheelers,191,54618,0.349701564
01-05-2023,Meghalaya,2-Wheelers,7,2006,0.348953141
01-07-2023,Mizoram,2-Wheelers,6,1721,0.348634515
01-09-2022,Haryana,4-Wheelers,49,14140,0.346534653
01-07-2023,Tripura,4-Wheelers,2,578,0.346020761
01-01-2022,Andhra Pradesh,4-Wheelers,29,8418,0.344499881
01-08-2021,DNH and DD,2-Wheelers,2,584,0.342465753
01-04-2022,Meghalaya,2-Wheelers,5,1472,0.339673913
01-01-2023,Assam,2-Wheelers,142,41897,0.338926415
01-02-2024,Arunachal Pradesh,4-Wheelers,4,1184,0.337837838
01-06-2022,Madhya Pradesh,4-Wheelers,42,12480,0.336538462
01-01-2023,Manipur,4-Wheelers,3,892,0.33632287
01-04-2023,Tripura,4-Wheelers,1,299,0.334448161
01-04-2021,Andhra Pradesh,4-Wheelers,26,7837,0.331759602
01-12-2023,Jammu and Kashmir,4-Wheelers,15,4531,0.331052748
01-08-2022,DNH and DD,4-Wheelers,1,303,0.330033003
01-12-2021,Puducherry,4-Wheelers,2,608,0.328947368
01-09-2021,Chhattisgarh,4-Wheelers,12,3650,0.328767123
01-12-2021,Assam,2-Wheelers,93,28392,0.327557058
01-11-2023,Assam,4-Wheelers,26,7960,0.326633166
01-04-2021,Haryana,2-Wheelers,101,31078,0.324988738
01-11-2022,Jharkhand,4-Wheelers,15,4657,0.32209577
01-10-2022,Meghalaya,2-Wheelers,5,1558,0.320924262
01-04-2021,Jammu and Kashmir,2-Wheelers,22,6874,0.320046552
01-06-2021,DNH and DD,2-Wheelers,2,627,0.318979266
01-01-2023,Uttarakhand,4-Wheelers,16,5040,0.317460317
01-02-2024,Meghalaya,4-Wheelers,4,1261,0.317208565
01-05-2021,Gujarat,2-Wheelers,106,33419,0.317184835
01-11-2023,Meghalaya,2-Wheelers,6,1893,0.316957211
01-03-2023,Jammu and Kashmir,4-Wheelers,17,5388,0.315515961
01-09-2021,Uttarakhand,4-Wheelers,10,3171,0.315357931
01-06-2021,Gujarat,4-Wheelers,61,19359,0.31509892
01-12-2022,Madhya Pradesh,4-Wheelers,35,11124,0.314635023
01-04-2021,West Bengal,4-Wheelers,24,7640,0.314136126
01-09-2021,Puducherry,4-Wheelers,2,640,0.3125
01-07-2023,Assam,4-Wheelers,23,7381,0.311610893
01-04-2022,Madhya Pradesh,4-Wheelers,37,11896,0.311028917
01-08-2023,Jammu and Kashmir,4-Wheelers,15,4843,0.309725377
01-05-2021,Karnataka,4-Wheelers,2,646,0.309597523
01-09-2021,Jharkhand,4-Wheelers,12,3892,0.308324769
01-05-2022,Madhya Pradesh,4-Wheelers,43,14017,0.30677035
01-08-2021,West Bengal,4-Wheelers,28,9198,0.304414003
01-11-2023,Tripura,4-Wheelers,2,657,0.304414003
01-06-2021,Punjab,2-Wheelers,71,23393,0.303509597
01-11-2021,Uttarakhand,4-Wheelers,12,3954,0.303490137
01-07-2023,Himachal Pradesh,4-Wheelers,12,3956,0.303336704
01-03-2022,Madhya Pradesh,4-Wheelers,35,11616,0.30130854
01-10-2021,DNH and DD,4-Wheelers,1,333,0.3003003
01-08-2022,Bihar,4-Wheelers,15,5012,0.299281724
01-01-2023,Puducherry,4-Wheelers,3,1004,0.298804781
01-12-2021,DNH and DD,4-Wheelers,1,336,0.297619048
01-04-2021,Jharkhand,2-Wheelers,80,26969,0.296636879
01-06-2023,Tripura,2-Wheelers,8,2709,0.295311923
01-01-2023,Meghalaya,2-Wheelers,4,1372,0.29154519
01-07-2023,Meghalaya,4-Wheelers,3,1030,0.291262136
01-08-2022,Mizoram,2-Wheelers,6,2062,0.290979631
01-11-2021,Chhattisgarh,4-Wheelers,14,4824,0.290215589
01-01-2024,Assam,4-Wheelers,21,7242,0.289975145
01-01-2023,Tripura,2-Wheelers,8,2766,0.28922632
01-06-2022,Bihar,4-Wheelers,16,5543,0.288652354
01-01-2023,Bihar,4-Wheelers,19,6600,0.287878788
01-10-2021,Manipur,2-Wheelers,6,2098,0.285986654
01-10-2022,Madhya Pradesh,4-Wheelers,63,22052,0.285688373
01-05-2022,Meghalaya,4-Wheelers,3,1051,0.285442436
01-06-2021,West Bengal,4-Wheelers,18,6316,0.2849905
01-04-2022,Puducherry,4-Wheelers,2,702,0.284900285
01-04-2023,Assam,4-Wheelers,20,7022,0.28481914
01-09-2023,Assam,4-Wheelers,23,8078,0.284723942
01-02-2022,DNH and DD,4-Wheelers,1,354,0.282485876
01-03-2022,DNH and DD,4-Wheelers,1,355,0.281690141
01-06-2021,Rajasthan,4-Wheelers,34,12070,0.281690141
01-12-2023,Himachal Pradesh,4-Wheelers,16,5710,0.280210158
01-08-2023,DNH and DD,4-Wheelers,1,357,0.280112045
01-01-2023,DNH and DD,4-Wheelers,1,360,0.277777778
01-08-2023,Himachal Pradesh,4-Wheelers,11,3975,0.27672956
01-05-2022,Puducherry,4-Wheelers,2,726,0.275482094
01-07-2021,Himachal Pradesh,2-Wheelers,18,6543,0.275103164
01-05-2023,Jammu and Kashmir,4-Wheelers,14,5095,0.274779195
01-05-2021,Andhra Pradesh,4-Wheelers,16,5831,0.274395472
01-06-2023,DNH and DD,4-Wheelers,1,370,0.27027027
01-01-2024,Himachal Pradesh,4-Wheelers,13,4815,0.269989616
01-03-2023,Andaman & Nicobar Island,2-Wheelers,1,373,0.268096515
01-07-2021,Bihar,2-Wheelers,189,70562,0.267849551
01-05-2022,DNH and DD,4-Wheelers,1,374,0.267379679
01-09-2022,Bihar,4-Wheelers,14,5315,0.263405456
01-09-2023,Meghalaya,4-Wheelers,3,1139,0.263388938
01-07-2021,Uttarakhand,4-Wheelers,11,4182,0.263032042
01-09-2022,DNH and DD,4-Wheelers,1,390,0.256410256
01-09-2022,Mizoram,2-Wheelers,4,1568,0.255102041
01-05-2021,Rajasthan,4-Wheelers,7,2756,0.253991292
01-12-2021,Madhya Pradesh,4-Wheelers,30,11820,0.253807107
01-10-2023,Assam,4-Wheelers,24,9481,0.253137855
01-04-2021,Gujarat,4-Wheelers,44,17386,0.253077189
01-08-2021,Chhattisgarh,4-Wheelers,11,4350,0.252873563
01-03-2024,Meghalaya,4-Wheelers,3,1200,0.25
01-06-2021,Madhya Pradesh,2-Wheelers,227,90928,0.249648073
01-07-2023,Jammu and Kashmir,4-Wheelers,11,4435,0.248027057
01-10-2023,Andaman & Nicobar Island,2-Wheelers,1,404,0.247524752
01-08-2023,Meghalaya,4-Wheelers,3,1215,0.24691358
01-04-2023,DNH and DD,4-Wheelers,1,407,0.245700246
01-11-2023,Arunachal Pradesh,4-Wheelers,3,1226,0.244698206
01-09-2023,Himachal Pradesh,4-Wheelers,9,3683,0.244366006
01-07-2021,Chhattisgarh,4-Wheelers,12,4916,0.244100895
01-05-2021,Chandigarh,4-Wheelers,1,413,0.242130751
01-10-2022,Bihar,4-Wheelers,19,7888,0.240872211
01-11-2021,Madhya Pradesh,4-Wheelers,31,12871,0.240851527
01-03-2023,Assam,4-Wheelers,20,8324,0.240269101
01-02-2024,Himachal Pradesh,4-Wheelers,11,4584,0.239965096
01-01-2022,Chhattisgarh,4-Wheelers,11,4667,0.23569745
01-06-2021,Uttarakhand,4-Wheelers,7,2972,0.235531629
01-09-2022,Puducherry,4-Wheelers,2,858,0.233100233
01-05-2021,Himachal Pradesh,2-Wheelers,4,1721,0.23242301
01-05-2021,Haryana,2-Wheelers,17,7315,0.23239918
01-04-2022,DNH and DD,4-Wheelers,1,431,0.232018561
01-04-2023,Himachal Pradesh,4-Wheelers,9,3880,0.231958763
01-06-2021,Haryana,2-Wheelers,74,31957,0.23156116
01-10-2023,Himachal Pradesh,4-Wheelers,7,3066,0.228310502
01-04-2023,Punjab,4-Wheelers,22,9734,0.226011917
01-11-2023,Tripura,2-Wheelers,11,4893,0.224810954
